id	Group	p_value	p.adjust	convert.median	convert.mean	group1	length1	median1	mean1	group2	length2	median2	mean2	non0.length1	non0.length2
41	GLUTORN-PWY: L-ornithine biosynthesis	high_low	0.0935191231765461	0.280557369529638	0	4.53145563047567e-06	high	169	0	1.06699408284024e-07	low	129	0	4.63815503875969e-06	1	4
42	GLYCOCAT-PWY: glycogen degradation I (bacterial)	high_low	0.0202384695329423	0.0607154085988269	0	-1.39877552038897e-05	high	169	0	1.62638094674556e-05	low	129	0	2.27605426356589e-06	10	1
43	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	high_low	0.190021962938384	0.570065888815152	0	5.2369605981377e-07	high	169	0	1.36571479289941e-06	low	129	0	1.88941085271318e-06	5	1
44	GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	high_low	0.0215986390966328	0.0647959172898984	0	5.27624031007752e-06	high	169	0	0	low	129	0	5.27624031007752e-06	4	0
45	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	high_low	0.724009458104985	1	0	-5.44752792991147e-07	high	169	0	5.6861124260355e-07	low	129	0	2.38584496124031e-08	2	1
46	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	high_low	0.212007191748776	0.636021575246328	0	-2.02434326774001e-05	high	169	0	0.000211551484615385	low	129	0	0.000191308051937984	81	50
47	GLYOXYLATE-BYPASS: glyoxylate cycle	high_low	0.45399770570954	1	0	-2.92599895280033e-07	high	169	0	2.97952662721894e-07	low	129	0	5.35276744186046e-09	3	1
48	GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	high_low	0.25519837539891	0.765595126196731	0	1.44158914728682e-07	high	169	0	0	low	129	0	1.44158914728682e-07	1	0
49	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	high_low	0.236001875340334	0.708005626021002	0	3.33429919911931e-06	high	169	0	1.43665917159763e-07	low	129	0	3.47796511627907e-06	2	4
50	HEMESYN2-PWY: heme biosynthesis II (anaerobic)	high_low	0.105961412950368	0.317884238851103	0	7.39250387596899e-07	high	169	0	0	low	129	0	7.39250387596899e-07	2	0
51	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	high_low	0.377317973102857	1	0	-3.16496533186551e-06	high	169	0	4.96805680473373e-06	low	129	0	1.80309147286822e-06	7	3
52	HISDEG-PWY: L-histidine degradation I	high_low	0.529051923858788	1	0	9.11819141323793e-07	high	169	0	5.45896923076923e-06	low	129	0	6.37078837209302e-06	17	10
53	HISTSYN-PWY: L-histidine biosynthesis	high_low	0.165183879119604	0.495551637358811	0	5.00741225173157e-06	high	169	0	2.30534201183432e-06	low	129	0	7.31275426356589e-06	5	8
54	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	high_low	0.26296959964396	0.78890879893188	0	2.96863401220127e-06	high	169	0	2.40847218934911e-06	low	129	0	5.37710620155039e-06	3	5
55	HSERMETANA-PWY: L-methionine biosynthesis III	high_low	2.13779930536012e-05	6.41339791608036e-05	0	-6.45960130131645e-05	high	169	0	8.04718905325444e-05	low	129	0	1.58758775193798e-05	56	17
56	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	high_low	0.0136342386373343	0.0409027159120029	0	-1.44449590330719e-05	high	169	0	3.07867201183432e-05	low	129	0	1.63417610852713e-05	32	11
57	KETOGLUCONMET-PWY: ketogluconate metabolism	high_low	0.438620826253563	1	0	1.39690291729737e-06	high	169	0	1.96499408284024e-07	low	129	0	1.5934023255814e-06	2	3
58	LACTOSECAT-PWY: lactose and galactose degradation I	high_low	0.0217205985998242	0.0651617957994727	0	-0.000122339931748544	high	169	0	0.000392857231360947	low	129	0	0.000270517299612403	79	42
59	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	high_low	0.0446862257386814	0.134058677216044	0	8.85771444429155e-06	high	169	0	3.12394082840237e-07	low	129	0	9.17010852713178e-06	1	5
60	METSYN-PWY: L-homoserine and L-methionine biosynthesis	high_low	0.26296959964396	0.78890879893188	0	5.52416525388744e-06	high	169	0	3.49962544378698e-06	low	129	0	9.02379069767442e-06	3	5
61	NAD-BIOSYNTHESIS-II: NAD salvage pathway II	high_low	0.0215986390966328	0.0647959172898984	0	2.08826356589147e-06	high	169	0	0	low	129	0	2.08826356589147e-06	4	0
62	NAGLIPASYN-PWY: lipid IVA biosynthesis	high_low	0.1958987927426	0.5876963782278	0	1.21533436080914e-06	high	169	0	2.22163313609467e-07	low	129	0	1.4374976744186e-06	1	3
63	NONMEVIPP-PWY: methylerythritol phosphate pathway I	high_low	1.66394344733998e-06	4.99183034201995e-06	0	-5.53816395853401e-05	high	169	0	5.75346473372781e-05	low	129	0	2.15300775193798e-06	33	2
64	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	high_low	0.000164990082150137	0.000494970246450411	0	-6.72346984083299e-05	high	169	0	9.69705976331361e-05	low	129	0	2.97358992248062e-05	66	25
65	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	high_low	4.370195492451e-06	1.3110586477353e-05	0	-7.71393685060318e-05	high	169	0	9.47247165680473e-05	low	129	0	1.75853480620155e-05	47	9
66	ORNDEG-PWY: superpathway of ornithine degradation	high_low	0.217632171469785	0.652896514409354	0	-1.20826923076923e-07	high	169	0	1.20826923076923e-07	low	129	0	0	2	0
67	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	high_low	0.45399770570954	1	0	-4.22745302050365e-07	high	169	0	4.35910650887574e-07	low	129	0	1.31653488372093e-08	3	1
68	P108-PWY: pyruvate fermentation to propanoate I	high_low	0.25519837539891	0.765595126196731	0	1.53947286821705e-08	high	169	0	0	low	129	0	1.53947286821705e-08	1	0
69	P122-PWY: heterolactic fermentation	high_low	0.105961412950368	0.317884238851103	0	6.90616279069767e-07	high	169	0	0	low	129	0	6.90616279069767e-07	2	0
70	P124-PWY: Bifidobacterium shunt	high_low	7.36538612053731e-06	2.20961583616119e-05	0	-8.41562187606073e-05	high	169	0	8.98015644970414e-05	low	129	0	5.64534573643411e-06	43	8
71	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	high_low	0.855355984735997	1	0	-6.21466152928765e-08	high	169	0	1.19488165680473e-07	low	129	0	5.73415503875969e-08	1	1
72	P163-PWY: L-lysine fermentation to acetate and butanoate	high_low	0.25519837539891	0.765595126196731	0	1.71168217054264e-07	high	169	0	0	low	129	0	1.71168217054264e-07	1	0
73	P164-PWY: purine nucleobases degradation I (anaerobic)	high_low	0.00709802651984526	0.0212940795595358	0	-6.50526395578185e-06	high	169	0	1.13328112426036e-05	low	129	0	4.82754728682171e-06	22	5
74	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	high_low	0.0215986390966328	0.0647959172898984	0	7.72941085271318e-06	high	169	0	0	low	129	0	7.72941085271318e-06	4	0
75	P42-PWY: incomplete reductive TCA cycle	high_low	0.190021962938384	0.570065888815152	0	-2.06363598458786e-07	high	169	0	1.19954964497041e-06	low	129	0	9.93186046511628e-07	5	1
76	P441-PWY: superpathway of N-acetylneuraminate degradation	high_low	0.462246338390701	1	0	-8.52573753497546e-07	high	169	0	1.57053964497041e-06	low	129	0	7.17965891472868e-07	3	1
77	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	high_low	0.707128582048125	1	0	-1.07157853538828e-06	high	169	0	2.81778047337278e-06	low	129	0	1.7462019379845e-06	8	5
78	PANTO-PWY: phosphopantothenate biosynthesis I	high_low	0.0455823626378073	0.136747087913422	0	-3.81513082014587e-05	high	169	0	4.77552035502959e-05	low	129	0	9.60389534883721e-06	33	15
79	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	high_low	0.077515719249895	0.232547157749685	0	-4.20633359203706e-05	high	169	0	5.65725816568047e-05	low	129	0	1.45092457364341e-05	31	15
80	PENTOSE-P-PWY: pentose phosphate pathway	high_low	0.0215986390966328	0.0647959172898984	0	5.11354263565891e-06	high	169	0	0	low	129	0	5.11354263565891e-06	4	0
81	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	high_low	0.000215241849898331	0.000645725549694994	0	-0.000163142378785377	high	169	0	0.00022099140591716	low	129	0	5.78490271317829e-05	58	22
82	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	high_low	0.60316193297396	1	0	7.05861294436035e-06	high	169	0	2.15574674556213e-06	low	129	0	9.21435968992248e-06	6	6
83	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	high_low	0.174736601457506	0.52420980437252	0	-2.80549356910233e-06	high	169	0	4.96197573964497e-06	low	129	0	2.15648217054264e-06	13	5
84	PPGPPMET-PWY: ppGpp biosynthesis	high_low	0.555515044419904	1	0	-2.56135209852759e-07	high	169	0	4.81427869822485e-06	low	129	0	4.55814348837209e-06	12	7
85	PWY-1042: glycolysis IV (plant cytosol)	high_low	2.65376497098595e-06	7.96129491295784e-06	-0.000217405	-0.000123881177851933	high	169	0.000217405	0.000303994230177515	low	129	0	0.000180113052325581	133	64
86	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	high_low	0.478265766183999	1	0	1.81777295995597e-06	high	169	0	1.39485029585799e-06	low	129	0	3.21262325581395e-06	10	5
87	PWY-2941: L-lysine biosynthesis II	high_low	0.00563020384283615	0.0168906115285085	0	-2.51895803953947e-05	high	169	0	3.93274982248521e-05	low	129	0	1.41379178294574e-05	31	9
88	PWY-2942: L-lysine biosynthesis III	high_low	0.00582781691631163	0.0174834507489349	0	-3.81703379523875e-05	high	169	0	6.44396426035503e-05	low	129	0	2.62693046511628e-05	40	15
89	PWY-3001: superpathway of L-isoleucine biosynthesis I	high_low	0.028677076904997	0.0860312307149911	0	-1.95511709004174e-05	high	169	0	3.85504538461538e-05	low	129	0	1.89992829457364e-05	28	10
90	PWY-3781: aerobic respiration I (cytochrome c)	high_low	0.0262663425236375	0.0787990275709126	0	5.91361483418192e-06	high	169	0	1.03618284023669e-06	low	129	0	6.9497976744186e-06	4	10
91	PWY-3841: folate transformations II	high_low	0.359994606207121	1	-6.72800000000001e-06	-5.13098041465988e-05	high	169	0.000439024	0.000653262726627219	low	129	0.000432296	0.00060195292248062	128	84
92	PWY-4041: &gamma;-glutamyl cycle	high_low	0.0060810983712482	0.0182432951137446	0	-7.99340480941241e-06	high	169	0	1.2298375739645e-05	low	129	0	4.30497093023256e-06	30	9
93	PWY-4981: L-proline biosynthesis II (from arginine)	high_low	0.918340321507433	1	0	3.04505147928994e-07	high	169	0	2.38132485207101e-06	low	129	0	2.68583e-06	11	8
94	PWY-5022: 4-aminobutanoate degradation V	high_low	0.25519837539891	0.765595126196731	0	3.31538759689922e-09	high	169	0	0	low	129	0	3.31538759689922e-09	1	0
95	PWY-5030: L-histidine degradation III	high_low	0.25519837539891	0.765595126196731	0	1.2043488372093e-08	high	169	0	0	low	129	0	1.2043488372093e-08	1	0
96	PWY-5097: L-lysine biosynthesis VI	high_low	0.131239757308299	0.393719271924897	0	-7.16882992981973e-06	high	169	0	1.55414159763314e-05	low	129	0	8.37258604651163e-06	12	4
97	PWY-5100: pyruvate fermentation to acetate and lactate II	high_low	0.00130927197158701	0.00392781591476104	0	-1.21073028760149e-05	high	169	0	1.53321982248521e-05	low	129	0	3.22489534883721e-06	19	2
98	PWY-5103: L-isoleucine biosynthesis III	high_low	0.00367930832605645	0.0110379249781693	0	-3.34844729140865e-06	high	169	0	7.3432224852071e-06	low	129	0	3.99477519379845e-06	14	1
99	PWY-5104: L-isoleucine biosynthesis IV	high_low	0.25519837539891	0.765595126196731	0	4.18304651162791e-07	high	169	0	0	low	129	0	4.18304651162791e-07	1	0
100	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	high_low	0.0130728532039466	0.0392185596118398	0	-5.02372224209899e-06	high	169	0	5.79033076923077e-06	low	129	0	7.66608527131783e-07	11	1
101	PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	high_low	0.25519837539891	0.765595126196731	0	5.18248837209302e-07	high	169	0	0	low	129	0	5.18248837209302e-07	1	0
102	PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	high_low	0.678637339715629	1	0	1.98630612403101e-06	high	169	0	3.5759e-07	low	129	0	2.34389612403101e-06	4	4
103	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	high_low	0.385993785489547	1	0	-5.15901183431953e-08	high	169	0	5.15901183431953e-08	low	129	0	0	1	0
104	PWY-5180: toluene degradation I (aerobic) (via o-cresol)	high_low	0.25519837539891	0.765595126196731	0	1.56603875968992e-07	high	169	0	0	low	129	0	1.56603875968992e-07	1	0
105	PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	high_low	0.25519837539891	0.765595126196731	0	1.56603875968992e-07	high	169	0	0	low	129	0	1.56603875968992e-07	1	0
106	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	high_low	0.0383466430080753	0.115039929024226	0	-1.65525913490207e-06	high	169	0	9.26547928994083e-06	low	129	0	7.61022015503876e-06	22	7
107	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	high_low	0.12991690760242	0.389750722807261	0	-3.54775147928994e-07	high	169	0	3.54775147928994e-07	low	129	0	0	3	0
108	PWY-5265: peptidoglycan biosynthesis II (staphylococci)	high_low	0.00128218581225632	0.00384655743676896	0	-0.000115508428676207	high	169	0	0.000163666130769231	low	129	0	4.81577020930233e-05	45	16
109	PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	high_low	0.385993785489547	1	0	-1.75340828402367e-07	high	169	0	1.75340828402367e-07	low	129	0	0	1	0
110	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	high_low	0.0935191231765461	0.280557369529638	0	4.95154468602358e-06	high	169	0	1.50649112426035e-07	low	129	0	5.10219379844961e-06	1	4
111	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	high_low	0.26296959964396	0.78890879893188	0	4.83068048713362e-06	high	169	0	3.17495207100592e-06	low	129	0	8.00563255813954e-06	3	5
112	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	high_low	0.480741695407518	1	0	6.57829263180588e-05	high	169	0	3.13411388757396e-05	low	129	0	9.71240651937985e-05	49	39
113	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	high_low	0.466401812256018	1	0	-1.83226544653915e-07	high	169	0	6.23321893491124e-07	low	129	0	4.40095348837209e-07	3	1
114	PWY-5484: glycolysis II (from fructose 6-phosphate)	high_low	0.260647989262005	0.781943967786015	0	-6.47359065639191e-06	high	169	0	4.74287976331361e-05	low	129	0	4.09552069767442e-05	42	24
115	PWY-5505: L-glutamate and L-glutamine biosynthesis	high_low	0.25519837539891	0.765595126196731	0	6.80450387596899e-08	high	169	0	0	low	129	0	6.80450387596899e-08	1	0
116	PWY-5659: GDP-mannose biosynthesis	high_low	0.0234524620313583	0.0703573860940749	0	-9.14968000550433e-06	high	169	0	1.25670869822485e-05	low	129	0	3.41740697674419e-06	24	8
117	PWY-5667: CDP-diacylglycerol biosynthesis I	high_low	0.60316193297396	1	0	6.22020133296638e-06	high	169	0	1.75198579881657e-06	low	129	0	7.97218713178295e-06	6	6
118	PWY-5676: acetyl-CoA fermentation to butanoate II	high_low	0.25519837539891	0.765595126196731	0	9.30968992248062e-08	high	169	0	0	low	129	0	9.30968992248062e-08	1	0
119	PWY-5686: UMP biosynthesis	high_low	1.58541445904935e-10	4.75624337714806e-10	-0.00021896	-0.000384105733168203	high	169	0.00021896	0.000494509890532544	low	129	0	0.000110404157364341	98	32
120	PWY-5690: TCA cycle II (plants and fungi)	high_low	0.0490805669400391	0.147241700820117	0	-1.45324215402963e-06	high	169	0	1.69663905325444e-06	low	129	0	2.43396899224806e-07	8	1
121	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	high_low	0.0231857640498794	0.0695572921496383	0	-4.12872246777671e-06	high	169	0	4.53591704142012e-06	low	129	0	4.07194573643411e-07	12	2
122	PWY-5705: allantoin degradation to glyoxylate III	high_low	0.25519837539891	0.765595126196731	0	7.77875968992248e-08	high	169	0	0	low	129	0	7.77875968992248e-08	1	0
123	PWY-5723: Rubisco shunt	high_low	0.25519837539891	0.765595126196731	0	5.52779069767442e-07	high	169	0	0	low	129	0	5.52779069767442e-07	1	0
124	PWY-5747: 2-methylcitrate cycle II	high_low	0.25519837539891	0.765595126196731	0	3.02951937984496e-07	high	169	0	0	low	129	0	3.02951937984496e-07	1	0
125	PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)	high_low	0.079637154953437	0.238911464860311	0	-3.59172662721893e-07	high	169	0	3.59172662721893e-07	low	129	0	0	4	0
126	PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	high_low	0.079637154953437	0.238911464860311	0	-3.59172662721893e-07	high	169	0	3.59172662721893e-07	low	129	0	0	4	0
127	PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	high_low	0.385993785489547	1	0	-1.38942603550296e-07	high	169	0	1.38942603550296e-07	low	129	0	0	1	0
128	PWY-5913: TCA cycle VI (obligate autotrophs)	high_low	0.0219777622833194	0.0659332868499582	0	-3.77401959313793e-05	high	169	0	5.16566556213018e-05	low	129	0	1.39164596899225e-05	34	14
129	PWY-5918: superpathay of heme biosynthesis from glutamate	high_low	0.0215986390966328	0.0647959172898984	0	4.67084496124031e-06	high	169	0	0	low	129	0	4.67084496124031e-06	4	0
130	PWY-5971: palmitate biosynthesis II (bacteria and plants)	high_low	0.779577597068205	1	0	5.53636504747489e-06	high	169	0	1.60623727810651e-06	low	129	0	7.14260232558139e-06	7	6
131	PWY-5973: cis-vaccenate biosynthesis	high_low	0.190974443258531	0.572923329775594	0	-4.05176057703775e-06	high	169	0	7.10976863905325e-06	low	129	0	3.0580080620155e-06	16	7
132	PWY-5989: stearate biosynthesis II (bacteria and plants)	high_low	0.797281782511027	1	0	1.73797540479795e-06	high	169	0	1.46436568047337e-06	low	129	0	3.20234108527132e-06	7	6
133	PWY-6113: superpathway of mycolate biosynthesis	high_low	0.240440661677743	0.721321985033229	0	3.37131303151232e-06	high	169	0	6.79319526627219e-07	low	129	0	4.05063255813953e-06	2	4
134	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	high_low	8.51685735073549e-09	2.55505720522065e-08	0	-0.000144893304733728	high	169	0	0.000166874504733728	low	129	0	2.19812e-05	72	18
135	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	high_low	3.81201307536918e-10	1.14360392261075e-09	0	-0.000185484527096005	high	169	0	0.000210726084615385	low	129	0	2.52415575193798e-05	80	20
136	PWY-6123: inosine-5'-phosphate biosynthesis I	high_low	1.0007886136627e-11	3.00236584098811e-11	-0.000157587	-0.000374771778106509	high	169	0.000157587	0.000424662678106509	low	129	0	4.98909e-05	97	32
137	PWY-6124: inosine-5'-phosphate biosynthesis II	high_low	0.130716981890081	0.392150945670242	0	-3.08811161643961e-06	high	169	0	4.00984378698225e-06	low	129	0	9.21732170542636e-07	8	2
138	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	high_low	0.0275551820469819	0.0826655461409458	0	-1.33560615201137e-05	high	169	0	8.54094715976331e-05	low	129	0	7.20534100775194e-05	69	35
139	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	high_low	0.000512477659584964	0.00153743297875489	0	-6.00198082381542e-05	high	169	0	0.000114989783431953	low	129	0	5.49699751937985e-05	70	30
